27/01/2021 > 15:34:20 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:07:40 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:08:26 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:08:29 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:08:43 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:08:46 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:13:15 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:15:01 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:15:24 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:16:01 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:17:12 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:22:20 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:23:40 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:23:41 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1) AND user_type_id =0  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:23:43 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:23:59 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:00 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:01 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:03 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:04 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:05 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:09 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:12 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:14 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:15 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:16 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:20 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:23 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:27 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:28 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:29 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:30 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1)  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:33 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1) AND user_type_id =0  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:34 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1) AND user_type_id =0  ORDER BY emp_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:34 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1) AND user_type_id =0  ORDER BY emp_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:35 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1) AND user_type_id =0  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:36 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (user_status = 1) AND user_type_id =0  ORDER BY user_name DESC LIMIT 20 OFFSET 0
27/01/2021 > 16:24:38 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:28:20 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:28:24 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:28:27 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:28:30 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:28:32 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:34:03 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:34:15 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:35:36 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:35:46 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:48:47 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:49:37 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 16:53:28 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 17:02:21 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 17:10:39 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
27/01/2021 > 17:13:18 PM: SELECT user_id, user_name, user_status, employee.emp_name, user_type_id, user_type.user_type_name FROM `user`, `employee`, user_type WHERE user.user_emp_id = employee.emp_id AND user.user_type = user_type.user_type_id AND (1=1)  ORDER BY user_name ASC LIMIT 20 OFFSET 0
